AA-Triplet, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
58, -2.95048, -2.18037, -0.66624, -0.214254, 0.345361, -0.465569, -1.4464, -0.0601038, 1.73166, 1.03851, 0.345361, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472, 15.5472
59, -1.15518, -1.58263, -1.3375, -1.62519, -1.49165, -1.15518, -1.21972, -1.21972, -0.749717, -0.238892, 0.859721, -0.644357, -0.238892, -0.238892, 0.859721, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684, 15.3684
60, -1.25924, -1.83258, -1.71707, -1.53882, -1.43617, -0.960742, -1.29098, -0.916291, -0.464306, 0.228842, -0.223143, 0.228842, 0.228842, 0.382992, 2.17475, 0.788457, 2.17475, 2.17475, 15.9903, 15.9903, 15.9903, 15.9903, 1.07614, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903, 15.9903
61, -1.73133, -1.69799, -2.05127, -1.4706, -0.897599, -0.755948, -0.664976, -0.564893, -0.83933, -1.14681, -0.223144, 0.770108, 0.993252, 3.07269, 1.97408, 1.6864, 1.28093, 16.8882, 3.07269, 2.37955, 16.8882, 2.37955, 16.8882, 16.8882, 16.8882, 3.07269, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882, 16.8882
62, -1.67081, -1.69434, -1.62202, -1.62202, -1.4595, -1.06863, -0.823509, -0.641187, -0.97766, -0.928869, 0.968251, 0.275103, 0.968251, 0.968251, 1.37372, 15.8824, 1.37372, 15.8824, 15.8824, 15.8824, 15.8824, 2.06686, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824, 15.8824
63, -1.44513, -1.40877, -1.40877, -1.24842, -1.44513, -1.15745, -1.05737, -1.05737, -0.946144, -0.310155, -0.597837, -0.67788, -0.597837, 0.500775, 1.19392, 15.7026, 1.19392, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 1.88707, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026, 15.7026
64, -1.77143, -1.21182, -1.67791, -1.61728, -1.24259, -0.924134, -0.964956, -1.00418, -0.579293, -0.311029, -0.0486651, -0.0486651, -0.45413, 0.462161, 1.56077, 0.644482, 0.867626, 2.25392, 1.56077, 16.0694, 2.25392, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694, 16.0694
65, -1.47938, -1.99021, -2.11537, -1.3616, -1.47938, -0.380772, -1.47938, 0.024693, -0.891598, -0.380772, 14.5334, 0.71784, 0.71784, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334, 14.5334
66, -1.6671, -1.70101, -1.13302, -1.29554, -1.85516, -1.59564, -0.497032, -0.864757, -0.697703, 0.60158, 0.0907545, 0.313898, -0.379249, 0.313898, 15.5157, 1.70019, 15.5157, 1.00705, 1.70019, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157, 15.5157
67, -1.57928, -1.73052, -1.67645, -1.24281, -1.63871, -1.21383, -0.683197, -0.577836, -0.90634, -0.252414, -0.326522, -0.0853598, -0.172371, 2.31254, 16.128, 0.520776, 1.61939, 2.31254, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128, 16.128
68, -1.61426, -1.74055, -1.56499, -1.28735, -1.21836, -1.14425, -1.23255, -1.06421, -0.861687, -0.525214, 0.139762, -0.0143887, 0.727549, 0.632238, 1.23837, 1.23837, 1.23837, 3.03013, 1.93152, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456, 16.8456
69, -0.74444, -1.79426, -1.84305, -1.74297, -1.57112, -1.63174, -1.10112, 0.102858, -1.10112, -0.59029, 0.508323, 1.20147, 15.017, 15.017, 1.20147, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017, 15.017
70, -1.54462, -1.75338, -1.59681, -1.6624, -1.48956, -1.41109, -1.13019, -0.777365, -0.291857, -0.084218, 0.871293, 0.178146, 0.871293, 0.40129, 0.688972, 1.78758, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 2.48073, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962, 16.2962
71, -1.52891, -1.68125, -1.49019, -1.72381, -1.42214, -1.28659, -0.89713, -1.09129, -0.417557, -0.0498323, -0.625196, 0.27559, 0.894629, 0.761098, 0.894629, 2.14739, 2.14739, 16.656, 2.84054, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656, 16.656
72, -1.9049, -1.89321, -1.60944, -1.36258, -1.08814, -1.16413, -0.628609, -0.947062, -1.3007, -0.0896121, 0.603535, 0.24686, 1.45083, 1.16315, 1.8563, 1.16315, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365, 16.365
73, -1.78464, -2.14132, -1.37918, -2.29547, -0.68603, -0.531879, -0.531879, 0.161268, -1.0427, -0.126414, 1.25988, 1.25988, 15.0754, 0.566733, 1.25988, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754, 15.0754
74, -1.28146, -1.30744, -1.25479, -1.68693, -1.49402, -0.901971, -0.976079, -0.86275, -1.51508, -1.19922, -0.282931, 0.746688, -0.282931, 1.66298, 1.66298, 16.1716, 16.1716, 2.35613, 16.1716, 2.35613, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 1.25751, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716, 16.1716
75, -1.93284, -1.62746, -1.5007, -1.76099, -1.55335, -1.62746, -0.780158, 0.0307717, -0.597837, 0.318454, 1.0116, 1.41707, 1.41707, 1.0116, 0.723919, 1.0116, 2.11021, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257, 15.9257
76, -1.24944, -1.6549, -1.28222, -1.31397, -1.53712, -1.02629, -1.58591, -0.738609, -0.983732, -0.556288, -0.246133, -0.150823, 0.360003, 0.542324, 0.542324, 2.15176, 1.45862, 1.45862, 2.15176, 2.15176, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673, 15.9673
77, -1.63094, -1.67262, -1.69282, -1.73204, -1.03889, -0.776529, -1.14809, -0.999672, 0.139762, -0.725235, 0.427444, -0.345746, 0.427444, 0.832909, 0.021979, 0.832909, 2.2192, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347, 16.0347
78, -1.78864, -1.50096, -1.7241, -0.961961, -1.21327, -1.84926, -1.09549, -0.961961, 0.290802, -0.114663, -0.114663, 0.290802, 0.98395, -0.114663, 14.7995, 14.7995, 0.290802, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995, 14.7995
79, -1.70714, -1.59467, -1.59467, -1.46791, -1.32273, -1.54588, -1.3535, 0.0635615, -0.159582, 1.04439, -0.496054, -0.341904, -0.0542215, 1.44986, 2.143, 0.533565, 1.44986, 15.9585, 2.143, 2.143, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585, 15.9585
80, -1.99912, -1.5753, -1.6027, -1.34169, -1.51815, -1.34169, -0.9622, -1.03631, -0.294371, -0.476693, 0.216455, 0.755451, 1.31507, 2.70136, 1.31507, 1.60275, 16.5169, 2.70136, 2.70136, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169, 16.5169
81, -1.96528, -3.22796, -1.33958, 0.18648, 0.18648, 1.10277, 0.18648, 1.79592, 15.6114, 1.79592, 15.6114, 15.6114, 1.79592, 1.10277, 15.6114, 15.6114, 15.6114, 1.79592, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114, 15.6114
82, -2.65696, -2.35847, -1.70788, -1.30241, -0.609265, 0.0838818, 0.0838818, 14.5925, 0.0838818, 0.777029, 0.777029, 14.5925, 14.5925, 0.777029, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925, 14.5925
83, -2.94694, -1.74297, -2.14843, -1.3375, -1.04982, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643, 13.8643
84, -2.44717, -2.48491, -1.75402, -1.49165, 0.810931, 0.117783, -0.575364, 0.810931, 14.6264, -0.798507, 0.810931, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264, 14.6264
85, -2.10476, -1.41161, -2.10476, -2.22254, -1.81708, 13.7902, -0.718464, 13.7902, 13.7902, -0.025317, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, -0.025317, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902, 13.7902
86, -2.93689, -1.74297, -1.63761, -1.23214, 0.559616, -0.826678, 0.559616, 0.559616, 14.3751, 0.559616, -0.133531, 14.3751, 0.559616, 14.3751, 0.559616, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751, 14.3751
87, -2.30258, -2.49263, -0.93928, -2.06775, -0.150823, 0.765468, -0.84397, -1.18044, 1.45862, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741, 15.2741
88, -2.45287, -1.6874, -2.12565, -1.17657, -0.994252, -1.17657, 0.615186, 0.615186, 1.30833, -0.301105, 1.30833, 0.615186, 0.209721, 15.1238, 1.30833, 0.209721, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238, 15.1238
89, -2.67071, -2.72707, -0.228365, -0.834501, -0.516047, 0.464782, 0.464782, -0.382516, 0.1771, 0.464782, 15.3789, 15.3789, 1.56339, 1.56339, 15.3789, 1.56339, 15.3789, 15.3789, 1.56339, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789, 15.3789
90, -2.75457, -2.30258, -1.45529, -1.04982, -0.762139, -1.45529, 0.336473, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152, 14.152
91, -2.75061, -2.4752, -1.40068, -0.14792, -1.32657, 0.139762, 0.139762, 0.139762, 15.0539, 15.0539, 15.0539, 1.23837, 1.23837, 1.23837, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539, 15.0539
92, -2.50803, -2.21078, -2.04372, -1.51763, -0.051293, -0.338975, -0.74444, 1.04732, 1.04732, 1.04732, 14.8628, 1.04732, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 1.04732, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628
93, -3.01983, -2.68336, -0.668454, 13.8402, 0.0246934, 13.8402, 0.0246934, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 0.0246934, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402, 13.8402
94, -3.12494, -1.93102, -1.01473, -1.4202, -0.727048, 14.1871, 0.371564, 14.1871, 14.1871, 0.371564, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871, 14.1871
95, -2.47072, -2.06526, -1.91111, -1.50564, -0.119346, -0.119346, 0.573801, 14.3893, -0.119346, -1.03564, -0.812494, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893, 14.3893
96, -2.51022, -2.1848, -1.87114, -1.3246, -1.22929, 1.07329, 0.380148, 0.380148, 1.07329, 1.07329, 1.07329, 14.8888, 1.07329, -0.313, 14.8888, 1.07329, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 1.07329, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888, 14.8888
97, -2.1366, -2.19067, -1.88529, -1.54881, -1.44345, -0.34484, -0.34484, 0.753772, -0.34484, -0.34484, 14.5693, 14.5693, 14.5693, 0.753772, 14.5693, 14.5693, 14.5693, 0.753772, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693, 14.5693
98, -2.64742, -2.24196, 12.9598, -1.95428, -0.855664, 12.9598, 12.9598, 12.9598, -0.855664, -0.855664, -0.855664, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598, 12.9598
99, -2.72129, -2.54944, -1.38629, 0.223144, -0.875468, -1.16315, 0.223144, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 0.223144, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387, 14.0387
100, -1.72277, -2.41591, -1.56862, -1.79176, -0.875468, -0.470003, -0.470003, -1.02962, -0.875468, 0.223144, 14.7318, 14.7318, 14.7318, 14.7318, 0.916291, 14.7318, 0.916291, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318, 14.7318
101, -1.72597, -1.64259, -1.76519, -1.27968, -0.904991, -1.19267, -0.934844, -1.12206, -0.241697, -0.543978, -0.453006, 0.288931, 0.288931, 0.982079, 0.394292, 0.288931, 0.799757, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 2.59152, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407, 16.407
102, -1.93761, -1.33544, -1.45804, -0.97253, -1.33544, -0.838999, -1.41882, -0.764891, -0.684848, -0.597837, -0.597837, 0.413764, -0.145852, 0.413764, 0.701446, 0.413764, 1.80006, 1.80006, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 1.10691, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156, 15.6156
103, -1.67108, -1.58011, -1.30818, -1.17465, -1.62663, -1.53132, -1.10054, -0.327347, -0.327347, 0.0781179, -0.732812, -0.327347, 0.3658, 1.46441, 0.0781179, 0.771265, 0.771265, 1.46441, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799, 15.2799
104, -1.85738, -1.57867, -1.7122, -1.50456, -1.01905, -1.24219, -0.731368, -0.644357, -0.443686, -0.443686, -0.644357, 0.367244, 0.654926, 0.654926, -0.0382211, 1.75354, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 1.06039, 1.75354, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569, 15.569
105, -1.701, -0.784714, -1.34433, -1.88333, -0.784714, -1.79631, -0.0915669, -1.47786, -1.00786, -0.497032, 0.60158, -0.497032, 14.4171, 14.4171, 0.60158, 0.60158, 14.4171, 14.4171, 0.60158, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171, 14.4171
106, -1.5294, -1.60085, -1.66755, -1.36905, -1.63476, -0.872616, -0.941608, -0.798508, -0.718465, -0.179468, 1.76644, -0.536143, 1.76644, -0.179468, -0.313, 1.76644, 1.07329, 15.582, 1.07329, 15.582, 1.76644, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582, 15.582
107, -1.63611, -1.78271, -1.43251, -1.49503, -1.33072, -1.39972, -0.831733, -0.888892, -0.563469, -0.831733, 2.00148, 0.902868, 0.615186, 0.209721, 15.817, 0.902868, 1.30833, 15.817, 1.30833, 15.817, 0.392042, 15.817, 2.00148, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817, 15.817
108, -1.2558, -1.37021, -1.22503, -1.44817, -1.65111, -1.37021, -1.65111, -0.592504, -0.592504, -0.531879, -0.531879, 0.0434852, 0.2948, 1.54756, 1.54756, 1.1421, 0.854415, 2.24071, 1.1421, 16.0562, 2.24071, 2.24071, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562, 16.0562
109, -1.4806, -1.25746, -1.4806, -1.4806, -1.12393, -1.37524, -1.4806, -0.969779, -0.276632, -0.564314, -0.276632, 0.82198, -0.276632, -0.276632, 14.6375, 0.82198, 0.82198, 14.6375, 14.6375, 0.128833, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375, 14.6375
110, -1.41755, -1.74297, -1.87302, -0.992664, -1.41755, -0.932039, -1.20397, -0.8675, -0.557346, -0.798508, 0.0487903, 0.231112, -0.356675, 0.741937, 1.84055, 15.6561, 0.454255, 1.84055, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561, 15.6561
111, -1.47413, -1.69728, -1.42761, -1.66023, -1.32753, -0.948039, -1.30086, -0.825437, -0.685675, -0.634382, -0.397993, -0.254892, 0.518298, 1.61691, 0.923763, 1.21144, 1.61691, 16.1256, 2.31006, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256, 16.1256
112, -1.49785, -1.34832, -1.38006, -1.55191, -1.57789, -0.553385, -0.95885, -0.858767, -0.95885, -1.04982, -0.216913, -0.111552, 2.08567, -0.216913, -0.312223, 1.39252, 1.39252, 2.08567, 2.08567, 15.9012, 15.9012, 2.08567, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012, 15.9012
113, -1.78589, -1.35058, -1.84305, -1.66073, -0.898591, -1.25527, -1.25527, -1.03212, 0.354172, 1.04732, -0.562119, 0.354172, -0.0512931, 14.8628, 14.8628, 14.8628, -0.338975, 14.8628, 14.8628, 14.8628, 1.04732, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628, 14.8628
114, -1.58142, -1.58142, -1.48611, -1.89158, -1.48611, -1.19843, -0.888278, -0.888278, 0.123323, 0.123323, -0.282142, 0.123323, 0.411005, 1.50962, 0.411005, 0.411005, 1.50962, 15.3251, 15.3251, 1.50962, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251, 15.3251
