AA, SS, Bin1, Bin2, Bin3, Bin4, Bin5, Bin6, Bin7, Bin8, Bin9, Bin10, Bin11, Bin12, Bin13, Bin14, Bin15, Bin16, Bin17, Bin18, Bin19, Bin20, Bin21, Bin22, Bin23, Bin24, Bin25, Bin26, Bin27, Bin28, Bin29, Bin30, Bin31, Bin32, Bin33, Bin34, Bin35, Bin36, Bin37, Bin38, Bin39, Bin40
9, 1, -1.82162, -0.70434, -0.556062, -0.372099, -0.41548, -0.102319, -0.34716, -0.551955, -0.580354, -0.762676, -0.686515, -0.54369, -0.406001, -0.682911, -0.396432, -0.0217381, -0.0287067, -0.0761733, -0.0695287, 0.187516, 0.0583046, 0.178933, 0.55908, 0.751452, 0.970815, 1.27754, 1.06991, 1.20344, 1.41475, 1.38576, 1.76305, 2.10789, 2.4562, 2.30205, 3.14935, 3.33167, 4.24796, 18.7566, 18.7566, 18.7566
9, 2, -2.3071, -1.07741, -0.798096, -0.570312, -0.624624, -0.615775, -1.30892, -0.451948, -0.203621, -0.183281, -0.274848, -0.203621, 0.0818268, -0.027988, 0.246449, 0.369509, 0.334418, 0.345978, 0.334418, 0.610671, 0.52366, 0.830034, 0.830034, 1.18941, 1.62227, 1.36634, 1.96711, 2.49774, 2.02774, 2.23538, 2.6031, 3.00857, 3.19089, 4.10718, 3.70171, 4.10718, 3.70171, 3.70171, 18.6158, 4.80033
9, 3, -1.49488, -0.805038, -0.720723, -0.478091, -0.235888, -0.533723, -0.489468, -0.36942, -0.452597, -0.348801, -0.377044, -0.256091, -0.0986015, -0.203293, -0.00396004, -0.0293698, -0.0329476, 0.0884133, 0.16812, 0.283722, 0.293574, 0.298537, 0.489854, 0.558417, 0.349569, 0.0488824, 0.333984, 0.558417, 0.6602, 0.591207, 0.466044, 0.273966, 0.597896, 0.632029, 1.183, 1.99092, 1.86417, 2.82925, 2.71147, 2.89379
10, 1, -2.95325, -1.52401, -1.16012, -0.556375, -0.555126, -0.43437, -0.0669583, -0.0811142, 0.297603, 0.380093, 0.358045, 0.484039, 0.887739, 1.18784, 1.35036, 1.3759, 1.27746, 0.616057, 1.52432, 1.56514, 1.72277, 2.25828, 2.1405, 2.79728, 3.3569, 3.23911, 3.56454, 3.42144, 3.56454, 4.74319, 4.74319, 6.12949, 5.43634, 19.945, 6.12949, 19.945, 19.945, 19.945, 19.945, 19.945
10, 2, -3.15556, -1.40829, -0.653624, -0.438322, -0.238571, 0.0529723, -0.0757118, 0.102536, 0.47207, 0.570915, 0.634588, 0.771586, 0.992747, 1.04874, 1.24477, 1.39574, 1.40318, 1.29038, 1.67604, 1.97028, 2.11136, 2.40919, 2.66343, 2.7175, 3.30528, 3.81611, 4.22157, 3.99843, 4.50926, 4.3551, 5.2024, 5.2024, 5.60787, 5.2024, 6.30102, 6.30102, 6.30102, 20.1165, 20.1165, 20.1165
10, 3, -2.38004, -1.44061, -1.1729, -0.907475, -0.868199, -0.541125, -0.632096, -0.672918, -0.138631, -0.0223308, 0.0360048, 0.0324774, 0.113107, 0.455705, 0.510968, 0.477445, 0.600047, 0.806254, 0.853138, 0.79865, 0.761471, 1.33765, 1.69247, 1.52257, 1.6561, 1.87479, 1.94378, 1.8313, 2.01789, 2.09793, 1.89726, 2.04387, 2.24746, 2.54596, 3.28356, 3.28356, 4.07201, 4.9883, 19.497, 19.497
11, 1, -3.02562, -1.20254, -0.970079, -0.586916, -0.392537, -0.187984, -0.0136307, 0.0305191, 0.0610738, 0.292305, 0.51733, 0.476734, 0.498673, 0.437722, 0.723666, 1.00213, 1.12567, 1.37156, 1.42145, 1.71069, 1.78815, 1.86484, 1.83626, 2.11926, 2.6177, 2.68122, 2.96345, 3.4248, 3.49626, 3.61404, 4.0195, 3.74757, 4.48951, 5.69348, 5.18265, 6.79209, 20.6076, 20.6076, 20.6076, 20.6076
11, 2, -3.13708, -1.18875, -0.683168, -0.454437, -0.220886, -0.0789684, 0.000335836, 0.315915, 0.32916, 0.438975, 0.539058, 0.661374, 0.853408, 0.621296, 0.506693, 0.82674, 1.10279, 1.15014, 1.46859, 1.79018, 2.05139, 2.34406, 2.44942, 2.72973, 3.16504, 3.36571, 3.4835, 3.9535, 4.64665, 4.31018, 4.86979, 5.15747, 5.15747, 6.25609, 5.56294, 20.0716, 6.25609, 6.25609, 20.0716, 20.0716
11, 3, -2.26094, -1.42875, -1.16331, -0.942117, -0.653621, -0.55448, -0.570523, -0.434335, -0.307008, -0.0992805, -0.135446, -0.37054, -0.197676, -0.167707, 0.14317, 0.441742, 0.61679, 0.6552, 0.861913, 1.0398, 1.14221, 0.979696, 1.10375, 1.51157, 1.7969, 1.66454, 2.04149, 1.92774, 1.85516, 1.99443, 2.24083, 2.39989, 2.67615, 2.63169, 2.77146, 3.05914, 3.1645, 4.06244, 4.38089, 20.2758
12, 1, 0.52249, 1.26813, 1.00622, 0.913851, 0.926536, 0.852732, 0.560121, 0.394657, -0.0157957, -0.13155, -0.147667, -0.266742, -0.167812, -0.256365, -0.26545, -0.323183, -0.470341, -0.542416, -0.657038, -0.604135, -0.64562, -0.678638, -0.531584, -0.420708, -0.303478, -0.282107, -0.287177, -0.459758, -0.370811, -0.064349, 0.147797, 0.268024, 0.417414, 0.514004, 0.965586, 1.068, 1.36884, 1.771, 2.4543, 2.34307
12, 2, -0.0315231, 0.634036, 0.620522, 0.377445, 0.321164, 0.272611, 0.366973, 0.244571, 0.0676406, -0.174624, -0.192642, -0.361983, -0.534627, -0.767448, -0.770793, -0.621638, -0.607979, -0.66339, -0.690889, -0.517569, -0.480325, -0.460031, -0.506758, -0.294425, -0.448576, -0.47585, 0.000451162, 0.148005, 0.388027, 0.574613, 0.853784, 1.07059, 1.45008, 1.77432, 2.06912, 2.06912, 2.68003, 3.05952, 2.91642, 2.7341
12, 3, 0.893781, 1.6498, 1.34321, 1.18266, 1.22668, 1.21673, 0.865511, 0.722875, 0.569156, 0.261595, 0.252116, 0.138114, 0.0635248, -0.0694205, -0.189178, -0.350239, -0.456942, -0.367649, -0.447613, -0.579151, -0.489821, -0.43725, -0.367649, -0.37775, -0.447613, -0.421021, -0.427736, -0.492513, -0.381762, -0.18553, -0.23658, -0.157116, -0.0514766, 0.155092, 0.204225, 0.312387, 0.587457, 0.744249, 0.879546, 0.00879992
13, 1, -2.9543, -1.00346, -0.676972, -0.469886, -0.669752, -0.538288, -0.141054, -0.0237829, 0.0882563, 0.0528096, -0.347668, 0.250169, 0.552093, 0.673983, 0.791766, 0.999406, 1.05205, 1.22898, 1.22898, 1.64254, 1.46429, 1.57192, 2.09802, 1.95492, 1.85961, 1.85961, 2.13724, 2.13724, 2.41168, 3.05353, 2.95822, 2.95822, 3.27667, 3.96982, 4.2575, 19.1716, 5.35611, 19.1716, 5.35611, 4.66297
13, 2, -3.09516, -1.27693, -0.676933, -0.259376, -0.0398755, -0.126887, -0.183582, 0.138816, 0.149745, 0.343117, 0.47095, 0.709361, 0.899405, 0.635253, 0.768785, 0.922935, 1.13424, 1.13424, 1.02302, 1.3284, 1.71617, 1.95255, 2.02155, 2.02155, 2.46338, 3.05117, 2.86885, 2.71469, 3.05117, 2.26271, 4.6606, 3.96746, 4.6606, 4.6606, 3.96746, 18.4761, 18.4761, 18.4761, 18.4761, 18.4761
13, 3, -2.4559, -1.30281, -0.985082, -0.773149, -0.455515, -0.375847, -0.380713, -0.351154, -0.251334, -0.182736, 0.118849, 0.0873505, 0.414563, 0.283724, 0.134979, 0.458527, 0.458527, 0.670497, 0.78828, 0.995919, 0.869625, 0.836289, 1.03514, 0.904112, 0.88672, 0.995919, 1.1405, 1.05534, 1.03514, 1.57987, 1.65133, 1.72829, 1.81167, 1.85612, 2.17457, 3.1554, 2.54927, 2.30811, 3.33772, 3.1554
14, 1, -2.86021, -1.31825, -1.20085, -0.572134, -0.481771, -0.24585, -0.629648, -0.218882, -0.218882, 0.135518, 0.47199, 0.661611, 0.602928, 0.577351, 0.509032, 0.209626, 1.61712, 1.66093, 1.87663, 1.73848, 2.03698, 1.89533, 2.20206, 2.20206, 2.53341, 2.64674, 2.53341, 2.86989, 2.86989, 2.43163, 3.56303, 3.09303, 3.09303, 3.0324, 3.56303, 3.66839, 4.76701, 5.17247, 4.47932, 4.76701
14, 2, -3.0386, -1.3575, -0.879785, -0.739888, -0.398139, -0.325873, -0.0436404, 0.213458, 0.217482, 0.301566, 0.383804, 0.612917, 0.960227, 0.833071, 1.14594, 1.28826, 1.31207, 1.67047, 1.58778, 1.70556, 1.85971, 2.01734, 2.04203, 2.09332, 2.39871, 2.39871, 2.95832, 3.09185, 3.16596, 3.65147, 3.53369, 4.6323, 4.6323, 4.12147, 4.6323, 19.5464, 19.5464, 5.73091, 5.03776, 4.6323
